surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Пропп,Оксана,Викторовна,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",0,0,0,0,0,0,0,0
Савченко,Елена,Викторовна,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",9225-5146,http://elibrary.ru/author_profile.asp?spin=9225-5146,0,0,0,0,0,0
Сидельцев,Виталий,Владимирович,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",2562-7338,http://elibrary.ru/author_profile.asp?spin=2562-7338,0000-0003-2798-9296,http://orcid.org/0000-0003-2798-9296,0,0,0,0
Чибикова,Татьяна,Викторовна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",5330-8560,http://elibrary.ru/author_profile.asp?spin=5330-8560,0000-0002-6521-4830,http://orcid.org/0000-0002-6521-4830,0,0,0,0
Элли,Татьяна,Александровна,заведующий лабораториями,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",0,0,0,0,0,0,0,0
Бурьян,Юрий,Андреевич,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",8395-0034,http://elibrary.ru/author_profile.asp?spin=8395-0034,0000-0003-3682-141X,http://orcid.org/0000-0003-3682-141X,57194827159,http://www.scopus.com/authid/detail.uri?authorId=57194827159,E-2283-2014,http://www.researcherid.com/rid/E-2283-2014
Сорокин,Владимир,Николаевич,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",2316-7572,http://elibrary.ru/author_profile.asp?spin=2316-7572,0000-0001-6612-7141,http://orcid.org/0000-0001-6612-7141,7201463489,http://www.scopus.com/authid/detail.uri?authorId=7201463489,B-8899-2019,http://www.researcherid.com/rid/B-8899-2019
Калашников,Борис,Александрович,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",7574-1323,http://elibrary.ru/author_profile.asp?spin=7574-1323,0000-0002-9946-3480,http://orcid.org/0000-0002-9946-3480,6701318766,http://www.scopus.com/authid/detail.uri?authorId=6701318766,M-9643-2014,http://www.researcherid.com/rid/M-9643-2014
Корнеев,Сергей,Александрович,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",8127-1512,http://elibrary.ru/author_profile.asp?spin=8127-1512,0000-0002-0554-5451,http://orcid.org/0000-0002-0554-5451,0,0,M-4889-2016,http://www.researcherid.com/rid/M-4889-2016
Силков,Михаил,Владимирович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",0,0,0,0,0,0,0,0
Ситников,Дмитрий,Владимирович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",6903-8441,http://elibrary.ru/author_profile.asp?spin=6903-8441,0,0,0,0,0,0
Русских,Григорий,Серафимович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",1057-2344,http://elibrary.ru/author_profile.asp?spin=1057-2344,0000-0001-5495-6997,http://orcid.org/0000-0001-5495-6997,57191032330,http://www.scopus.com/authid/detail.uri?authorId=57191032330,L-9913-2013,http://www.researcherid.com/rid/L-9913-2013
Пяткова,Ирина,Николаевна,инженер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Основы теории механики и автоматического управления""",0,0,0,0,0,0,0,0
